鄉鎮市�,amount.x,...1,Unnamed..0,學校級�,代碼,School,City,地址,電話,地區屬�,longitude,latitude,newLat,newLng,isInServic,inServiceU,amount.y
埔里鎮,1171,1039,1039,國民小學,84616,縣立南光國小,南投縣,[545]南投縣埔里鎮中正路251號,(049)2982025,NA,120.480191,24.08795,23.9614839,120.9709862,1,1,1171
草屯鎮,1149,1057,1057,國民小學,84635,縣立炎峰國小,南投縣,[542]南投縣草屯鎮中興路101號,(049)2333221,NA,120.483448,23.963797,23.9744837,120.684487,1,1,1149
中寮鄉,27,1102,1102,國民小學,84682,縣立至誠國小,南投縣,[541]南投縣中寮鄉永平路489之1號,(049)2227215,NA,120.498949,22.724187,23.8937369,120.7196602,1,0,27
名間鄉,391,2639,2639,附設國民小學,81313,私立弘明實驗高中附設國小,南投縣,[551]南投縣名間鄉東湖村大老巷102號,(049)2731799,NA,120.698142,23.859393,23.8572746,120.6963621,1,0,391
竹山鎮,41,1070,1070,國民小學,84648,縣立秀林國小,南投縣,[557]南投縣竹山鎮頂林路456號,(049)2647285,NA,120.513079,23.942067,23.7332782,120.6890487,1,0,41
南投市,67,1036,1036,國民小學,84613,縣立光復國小,南投縣,[540]南投縣南投市光明里光明一路67號,(049)2332587,NA,120.444279,24.083928,23.9418468,120.7019642,1,0,67
埔里鎮,237,1043,1043,國民小學,84620,縣立溪南國小,南投縣,[545]南投縣埔里鎮溪南里珠生路68號,(049)2904517,NA,120.437273,24.044033,23.9487349,120.9526015,1,0,237
草屯鎮,30,1055,1055,國民小學,84633,縣立土城國小,南投縣,[542]南投縣草屯鎮土城里中正路189號,(049)2552024,NA,120.497999,23.954129,23.9848401,120.7428993,1,0,30
吉安鄉,816,2033,2033,國民小學,154620,縣立北昌國小,花蓮縣,[973]花蓮縣吉安鄉北昌村自強路533號,(03)8562619,NA,121.592085,23.987103,23.9871156,121.5920417,1,1,816
秀林鄉,96,2094,2094,國民小學,154689,縣立水源國小,花蓮縣,[972]花蓮縣秀林鄉水源村111號,(03)8570781,NA,121.556867,24.003331,23.9790352,121.5687672,1,1,96
花蓮市,1344,2016,2016,國民小學,154602,縣立明義國小,花蓮縣,[970]花蓮縣花蓮市明義街107號,(03)8326686,NA,120.649284,22.527948,23.9788704,121.6036931,1,1,1344
新城鄉,431,2028,2028,國民小學,154615,縣立北埔國小,花蓮縣,[971]花蓮縣新城鄉北埔路170號,(03)8264624,NA,121.605392,24.032095,24.0318043,121.6048396,1,1,431
秀林鄉,37,2090,2090,國民小學,154685,縣立景美國小,花蓮縣,[972]花蓮縣秀林鄉景美村加灣112號,(03)8266707,NA,121.605871,24.082571,24.0828943,121.6065339,1,0,37
富里鄉,25,2082,2082,國民小學,154677,縣立學田國小,花蓮縣,[983]花蓮縣富里鄉學田村光明路1號,(03)8831324,偏遠,121.227145,23.155448,23.154973,121.2279077,1,0,25
內埔鄉,495,1817,1817,國民小學,134662,縣立內埔國小,屏東縣,[912]屏東縣內埔鄉內埔村廣濟路2號,(08)7792055,偏遠,120.384143,22.616353,22.6101172,120.5656623,1,1,495
竹田鄉,150,1829,1829,國民小學,134674,縣立竹田國小,屏東縣,[911]屏東縣竹田鄉竹田村公正路35號,(08)7710834,偏遠,120.445966,22.740507,22.582961,120.5435487,1,1,150
東港鎮,730,1920,1920,國民小學,134783,縣立東光國小,屏東縣,[928]屏東縣東港鎮興東里長春二路15號,(08)8324927,NA,120.721363,23.27634,22.4689225,120.4595788,1,1,730
林邊鄉,62,1860,1860,國民小學,134706,縣立崎峰國小,屏東縣,[927]屏東縣林邊鄉崎峰村裕後路2號,(08)8752400,偏遠,120.324142,22.849101,22.4263309,120.4925462,1,1,62
長治鄉,455,1786,1786,國民小學,134628,縣立長興國小,屏東縣,[908]屏東縣長治鄉新潭村潭頭路50號,(08)7368567,NA,120.446961,23.265946,22.677134,120.5261845,1,1,455
南州鄉,205,1864,1864,國民小學,134710,縣立溪北國小,屏東縣,[926]屏東縣南州鄉溪北村仁里路102號,(08)8642081,偏遠,120.230428,22.862524,22.4952536,120.5110353,1,1,205
屏東市,1268,1760,1760,國民小學,134602,縣立仁愛國小,屏東縣,[900]屏東縣屏東市興樂里仁愛路98號,(08)7361114,NA,120.265777,23.316089,22.6767807,120.4944621,1,1,1268
恆春鎮,641,1871,1871,國民小學,134717,縣立恆春國小,屏東縣,[946]屏東縣恆春鎮城北里北門路39巷26號,(08)8892035,特偏,120.22562,22.895606,22.0058603,120.7464532,1,1,641
崁頂鄉,112,1854,1854,國民小學,134700,縣立崁頂國小,屏東縣,[924]屏東縣崁頂鄉崁頂村中正路119號,(08)8631959,偏遠,120.358101,22.753304,22.5135841,120.5120381,1,1,112
新園鄉,271,1846,1846,國民小學,134692,縣立仙吉國小,屏東縣,[932]屏東縣新園鄉仙吉村仙吉路91號,(08)8681087,偏遠,120.311738,22.751056,22.5441251,120.4613494,1,1,271
萬丹鄉,777,1775,1775,國民小學,134617,縣立萬丹國小,屏東縣,[913]屏東縣萬丹鄉寶厝村萬新路1497號,(08)7772014,NA,120.329527,23.290136,22.5825849,120.4890535,1,1,777
潮州鎮,754,1809,1809,國民小學,134653,縣立光華國小,屏東縣,[920]屏東縣潮州鎮光華里南進路2號,(08)7882105,NA,120.349678,22.617193,22.5476357,120.5430712,1,1,754
